order_details_id,order_id,order_date,order_time,item_id,menu_item_id,item_name,category,price
564,245,2023-01-04,"8:28:41 PM",101,101,Hamburger,American,12.95
573,249,2023-01-04,"9:06:16 PM",101,101,Hamburger,American,12.95
579,254,2023-01-04,"10:22:13 PM",101,101,Hamburger,American,12.95
660,291,2023-01-05,"5:44:39 PM",101,101,Hamburger,American,12.95
667,294,2023-01-05,"6:16:35 PM",101,101,Hamburger,American,12.95
782,341,2023-01-06,"3:35:47 PM",101,101,Hamburger,American,12.95
809,353,2023-01-06,"5:59:48 PM",101,101,Hamburger,American,12.95
823,360,2023-01-06,"6:50:38 PM",101,101,Hamburger,American,12.95
828,362,2023-01-06,"7:13:36 PM",101,101,Hamburger,American,12.95
874,387,2023-01-07,"1:03:14 PM",101,101,Hamburger,American,12.95
881,388,2023-01-07,"1:04:56 PM",101,101,Hamburger,American,12.95
916,399,2023-01-07,"3:47:49 PM",101,101,Hamburger,American,12.95
925,403,2023-01-07,"4:26:10 PM",101,101,Hamburger,American,12.95
955,419,2023-01-07,"7:02:31 PM",101,101,Hamburger,American,12.95
961,421,2023-01-07,"7:21:58 PM",101,101,Hamburger,American,12.95
998,437,2023-01-08,"12:07:54 PM",101,101,Hamburger,American,12.95
1048,452,2023-01-08,"1:24:11 PM",101,101,Hamburger,American,12.95
1070,463,2023-01-08,"2:40:28 PM",101,101,Hamburger,American,12.95
1072,464,2023-01-08,"2:49:01 PM",101,101,Hamburger,American,12.95
1080,469,2023-01-08,"3:37:18 PM",101,101,Hamburger,American,12.95
1108,483,2023-01-08,"5:54:05 PM",101,101,Hamburger,American,12.95
1184,522,2023-01-09,"2:09:33 PM",101,101,Hamburger,American,12.95
1229,542,2023-01-09,"6:08:06 PM",101,101,Hamburger,American,12.95
1257,555,2023-01-09,"8:18:25 PM",101,101,Hamburger,American,12.95
1276,567,2023-01-10,"12:27:47 PM",101,101,Hamburger,American,12.95
1287,569,2023-01-10,"12:37:10 PM",101,101,Hamburger,American,12.95
1306,578,2023-01-10,"1:48:49 PM",101,101,Hamburger,American,12.95
1352,601,2023-01-10,"6:58:19 PM",101,101,Hamburger,American,12.95
1362,607,2023-01-10,"7:36:16 PM",101,101,Hamburger,American,12.95
1391,620,2023-01-10,"8:45:45 PM",101,101,Hamburger,American,12.95
1455,645,2023-01-11,"2:03:45 PM",101,101,Hamburger,American,12.95
1467,651,2023-01-11,"2:49:35 PM",101,101,Hamburger,American,12.95
1481,657,2023-01-11,"4:45:47 PM",101,101,Hamburger,American,12.95
1488,660,2023-01-11,"5:09:36 PM",101,101,Hamburger,American,12.95
1491,662,2023-01-11,"5:21:49 PM",101,101,Hamburger,American,12.95
1497,665,2023-01-11,"5:42:23 PM",101,101,Hamburger,American,12.95
1546,691,2023-01-12,"12:45:53 PM",101,101,Hamburger,American,12.95
1549,693,2023-01-12,"1:04:24 PM",101,101,Hamburger,American,12.95
1572,702,2023-01-12,"2:38:35 PM",101,101,Hamburger,American,12.95
1582,707,2023-01-12,"3:41:32 PM",101,101,Hamburger,American,12.95
1586,709,2023-01-12,"3:53:56 PM",101,101,Hamburger,American,12.95
1606,717,2023-01-12,"5:24:44 PM",101,101,Hamburger,American,12.95
1610,719,2023-01-12,"5:52:27 PM",101,101,Hamburger,American,12.95
1620,723,2023-01-12,"6:21:04 PM",101,101,Hamburger,American,12.95
1651,737,2023-01-13,"11:31:34 AM",101,101,Hamburger,American,12.95
1669,742,2023-01-13,"12:53:01 PM",101,101,Hamburger,American,12.95
1672,745,2023-01-13,"1:36:53 PM",101,101,Hamburger,American,12.95
1699,755,2023-01-13,"3:50:49 PM",101,101,Hamburger,American,12.95
1740,775,2023-01-13,"6:42:12 PM",101,101,Hamburger,American,12.95
1746,777,2023-01-13,"7:10:20 PM",101,101,Hamburger,American,12.95
1806,801,2023-01-14,"1:10:53 PM",101,101,Hamburger,American,12.95
1824,806,2023-01-14,"2:12:22 PM",101,101,Hamburger,American,12.95
1846,819,2023-01-14,"5:21:39 PM",101,101,Hamburger,American,12.95
1852,823,2023-01-14,"5:42:17 PM",101,101,Hamburger,American,12.95
1886,835,2023-01-14,"7:56:01 PM",101,101,Hamburger,American,12.95
1887,835,2023-01-14,"7:56:01 PM",101,101,Hamburger,American,12.95
1921,851,2023-01-15,"12:20:22 PM",101,101,Hamburger,American,12.95
2000,889,2023-01-15,"5:27:51 PM",101,101,Hamburger,American,12.95
2007,895,2023-01-15,"6:18:11 PM",101,101,Hamburger,American,12.95
2025,904,2023-01-15,"8:07:01 PM",101,101,Hamburger,American,12.95
2027,905,2023-01-15,"8:12:06 PM",101,101,Hamburger,American,12.95
2035,909,2023-01-16,"11:19:25 AM",101,101,Hamburger,American,12.95
2041,911,2023-01-16,"11:36:00 AM",101,101,Hamburger,American,12.95
2046,915,2023-01-16,"12:20:22 PM",101,101,Hamburger,American,12.95
2061,920,2023-01-16,"1:16:55 PM",101,101,Hamburger,American,12.95
2092,931,2023-01-16,"3:27:24 PM",101,101,Hamburger,American,12.95
2115,942,2023-01-16,"5:18:37 PM",101,101,Hamburger,American,12.95
2119,945,2023-01-16,"5:58:38 PM",101,101,Hamburger,American,12.95
2142,953,2023-01-16,"7:12:08 PM",101,101,Hamburger,American,12.95
2159,961,2023-01-16,"7:42:20 PM",101,101,Hamburger,American,12.95
2193,978,2023-01-17,"12:24:36 PM",101,101,Hamburger,American,12.95
2211,981,2023-01-17,"1:56:46 PM",101,101,Hamburger,American,12.95
2222,987,2023-01-17,"2:41:14 PM",101,101,Hamburger,American,12.95
2231,993,2023-01-17,"4:16:59 PM",101,101,Hamburger,American,12.95
2249,1002,2023-01-17,"5:29:41 PM",101,101,Hamburger,American,12.95
2255,1005,2023-01-17,"5:49:51 PM",101,101,Hamburger,American,12.95
2281,1018,2023-01-17,"8:38:50 PM",101,101,Hamburger,American,12.95
2287,1020,2023-01-17,"9:04:20 PM",101,101,Hamburger,American,12.95
2288,1020,2023-01-17,"9:04:20 PM",101,101,Hamburger,American,12.95
2291,1021,2023-01-17,"9:11:31 PM",101,101,Hamburger,American,12.95
2297,1024,2023-01-17,"9:21:23 PM",101,101,Hamburger,American,12.95
2314,1032,2023-01-18,"11:45:13 AM",101,101,Hamburger,American,12.95
2316,1034,2023-01-18,"12:07:59 PM",101,101,Hamburger,American,12.95
2354,1047,2023-01-18,"2:50:37 PM",101,101,Hamburger,American,12.95
2358,1049,2023-01-18,"2:57:48 PM",101,101,Hamburger,American,12.95
2366,1054,2023-01-18,"3:56:04 PM",101,101,Hamburger,American,12.95
2369,1056,2023-01-18,"4:12:18 PM",101,101,Hamburger,American,12.95
2375,1059,2023-01-18,"4:30:14 PM",101,101,Hamburger,American,12.95
2389,1065,2023-01-18,"5:48:16 PM",101,101,Hamburger,American,12.95
2405,1070,2023-01-18,"6:21:27 PM",101,101,Hamburger,American,12.95
2438,1086,2023-01-19,"11:57:17 AM",101,101,Hamburger,American,12.95
2450,1090,2023-01-19,"12:14:24 PM",101,101,Hamburger,American,12.95
2458,1092,2023-01-19,"12:23:38 PM",101,101,Hamburger,American,12.95
2482,1097,2023-01-19,"1:02:07 PM",101,101,Hamburger,American,12.95
2536,1123,2023-01-19,"6:21:36 PM",101,101,Hamburger,American,12.95
2650,1170,2023-01-20,"4:37:24 PM",101,101,Hamburger,American,12.95
2673,1182,2023-01-20,"6:33:48 PM",101,101,Hamburger,American,12.95
2685,1189,2023-01-20,"7:40:47 PM",101,101,Hamburger,American,12.95
2737,1214,2023-01-21,"2:00:05 PM",101,101,Hamburger,American,12.95
2749,1216,2023-01-21,"2:08:29 PM",101,101,Hamburger,American,12.95
2807,1241,2023-01-21,"6:43:02 PM",101,101,Hamburger,American,12.95
2816,1244,2023-01-21,"7:24:32 PM",101,101,Hamburger,American,12.95
2848,1259,2023-01-22,"12:22:47 PM",101,101,Hamburger,American,12.95
2858,1265,2023-01-22,"12:59:26 PM",101,101,Hamburger,American,12.95
2869,1266,2023-01-22,"12:59:51 PM",101,101,Hamburger,American,12.95
2883,1274,2023-01-22,"1:24:14 PM",101,101,Hamburger,American,12.95
2884,1274,2023-01-22,"1:24:14 PM",101,101,Hamburger,American,12.95
2900,1278,2023-01-22,"2:07:34 PM",101,101,Hamburger,American,12.95
2922,1289,2023-01-22,"5:11:54 PM",101,101,Hamburger,American,12.95
2924,1290,2023-01-22,"5:17:19 PM",101,101,Hamburger,American,12.95
2954,1301,2023-01-22,"6:42:08 PM",101,101,Hamburger,American,12.95
3014,1328,2023-01-23,"12:29:42 PM",101,101,Hamburger,American,12.95
3050,1347,2023-01-23,"3:32:59 PM",101,101,Hamburger,American,12.95
3063,1353,2023-01-23,"4:21:26 PM",101,101,Hamburger,American,12.95
3077,1362,2023-01-23,"5:46:43 PM",101,101,Hamburger,American,12.95
3083,1364,2023-01-23,"5:50:42 PM",101,101,Hamburger,American,12.95
3093,1368,2023-01-23,"6:22:01 PM",101,101,Hamburger,American,12.95
3099,1371,2023-01-23,"6:54:00 PM",101,101,Hamburger,American,12.95
3106,1375,2023-01-23,"7:12:48 PM",101,101,Hamburger,American,12.95
3107,1375,2023-01-23,"7:12:48 PM",101,101,Hamburger,American,12.95
3114,1378,2023-01-23,"7:23:24 PM",101,101,Hamburger,American,12.95
3133,1386,2023-01-23,"9:01:24 PM",101,101,Hamburger,American,12.95
3147,1393,2023-01-24,"12:43:03 PM",101,101,Hamburger,American,12.95
3171,1405,2023-01-24,"3:00:13 PM",101,101,Hamburger,American,12.95
3246,1437,2023-01-24,"7:47:50 PM",101,101,Hamburger,American,12.95
3272,1450,2023-01-24,"9:23:08 PM",101,101,Hamburger,American,12.95
3273,1450,2023-01-24,"9:23:08 PM",101,101,Hamburger,American,12.95
3289,1456,2023-01-25,"1:35:14 PM",101,101,Hamburger,American,12.95
3290,1457,2023-01-25,"1:35:53 PM",101,101,Hamburger,American,12.95
3314,1464,2023-01-25,"2:43:49 PM",101,101,Hamburger,American,12.95
3319,1467,2023-01-25,"2:50:29 PM",101,101,Hamburger,American,12.95
3320,1468,2023-01-25,"3:05:16 PM",101,101,Hamburger,American,12.95
3324,1470,2023-01-25,"3:29:05 PM",101,101,Hamburger,American,12.95
3340,1476,2023-01-25,"5:05:06 PM",101,101,Hamburger,American,12.95
3371,1492,2023-01-25,"8:46:56 PM",101,101,Hamburger,American,12.95
3456,1533,2023-01-26,"4:08:02 PM",101,101,Hamburger,American,12.95
3461,1535,2023-01-26,"4:38:21 PM",101,101,Hamburger,American,12.95
3518,1565,2023-01-27,"1:21:20 PM",101,101,Hamburger,American,12.95
3530,1569,2023-01-27,"1:38:50 PM",101,101,Hamburger,American,12.95
3544,1571,2023-01-27,"2:32:25 PM",101,101,Hamburger,American,12.95
3549,1574,2023-01-27,"3:32:22 PM",101,101,Hamburger,American,12.95
3649,1619,2023-01-28,"11:36:34 AM",101,101,Hamburger,American,12.95
3660,1627,2023-01-28,"12:09:40 PM",101,101,Hamburger,American,12.95
3681,1637,2023-01-28,"1:21:08 PM",101,101,Hamburger,American,12.95
3688,1639,2023-01-28,"1:37:57 PM",101,101,Hamburger,American,12.95
3706,1644,2023-01-28,"3:01:14 PM",101,101,Hamburger,American,12.95
3707,1644,2023-01-28,"3:01:14 PM",101,101,Hamburger,American,12.95
3710,1646,2023-01-28,"3:28:30 PM",101,101,Hamburger,American,12.95
3719,1650,2023-01-28,"4:35:45 PM",101,101,Hamburger,American,12.95
3730,1655,2023-01-28,"6:15:14 PM",101,101,Hamburger,American,12.95
3737,1657,2023-01-28,"6:24:14 PM",101,101,Hamburger,American,12.95
3766,1671,2023-01-29,"11:55:01 AM",101,101,Hamburger,American,12.95
3780,1681,2023-01-29,"1:23:39 PM",101,101,Hamburger,American,12.95
3782,1682,2023-01-29,"1:27:10 PM",101,101,Hamburger,American,12.95
3785,1684,2023-01-29,"1:33:16 PM",101,101,Hamburger,American,12.95
3791,1685,2023-01-29,"1:36:52 PM",101,101,Hamburger,American,12.95
3819,1696,2023-01-29,"3:26:55 PM",101,101,Hamburger,American,12.95
3830,1703,2023-01-29,"5:47:55 PM",101,101,Hamburger,American,12.95
3842,1709,2023-01-29,"6:55:40 PM",101,101,Hamburger,American,12.95
3867,1721,2023-01-29,"8:38:52 PM",101,101,Hamburger,American,12.95
3885,1732,2023-01-30,"12:20:46 PM",101,101,Hamburger,American,12.95
3889,1734,2023-01-30,"12:36:42 PM",101,101,Hamburger,American,12.95
3907,1738,2023-01-30,"1:46:49 PM",101,101,Hamburger,American,12.95
3911,1739,2023-01-30,"1:49:56 PM",101,101,Hamburger,American,12.95
3912,1739,2023-01-30,"1:49:56 PM",101,101,Hamburger,American,12.95
3917,1744,2023-01-30,"2:26:51 PM",101,101,Hamburger,American,12.95
3931,1750,2023-01-30,"4:12:42 PM",101,101,Hamburger,American,12.95
3939,1754,2023-01-30,"5:11:32 PM",101,101,Hamburger,American,12.95
3988,1781,2023-01-30,"9:05:03 PM",101,101,Hamburger,American,12.95
3990,1782,2023-01-30,"9:05:29 PM",101,101,Hamburger,American,12.95
4021,1795,2023-01-31,"1:21:53 PM",101,101,Hamburger,American,12.95
4022,1795,2023-01-31,"1:21:53 PM",101,101,Hamburger,American,12.95
4091,1819,2023-01-31,"6:06:26 PM",101,101,Hamburger,American,12.95
4133,1837,2023-01-31,"8:56:35 PM",101,101,Hamburger,American,12.95
4197,1865,2023-02-01,"2:09:37 PM",101,101,Hamburger,American,12.95
4225,1876,2023-02-01,"3:56:21 PM",101,101,Hamburger,American,12.95
4258,1889,2023-02-01,"5:03:26 PM",101,101,Hamburger,American,12.95
4284,1901,2023-02-01,"5:47:51 PM",101,101,Hamburger,American,12.95
4293,1905,2023-02-01,"6:14:34 PM",101,101,Hamburger,American,12.95
4298,1908,2023-02-01,"6:28:56 PM",101,101,Hamburger,American,12.95
4300,1910,2023-02-01,"6:57:06 PM",101,101,Hamburger,American,12.95
4308,1916,2023-02-01,"7:27:59 PM",101,101,Hamburger,American,12.95
4316,1920,2023-02-01,"8:04:38 PM",101,101,Hamburger,American,12.95
4323,1923,2023-02-01,"8:34:14 PM",101,101,Hamburger,American,12.95
4325,1924,2023-02-01,"8:40:02 PM",101,101,Hamburger,American,12.95
4335,1928,2023-02-01,"9:57:20 PM",101,101,Hamburger,American,12.95
4374,1947,2023-02-02,"1:12:14 PM",101,101,Hamburger,American,12.95
4379,1949,2023-02-02,"1:14:06 PM",101,101,Hamburger,American,12.95
4432,1970,2023-02-02,"5:30:16 PM",101,101,Hamburger,American,12.95
4462,1986,2023-02-02,"8:07:17 PM",101,101,Hamburger,American,12.95
4472,1989,2023-02-02,"9:15:17 PM",101,101,Hamburger,American,12.95
4484,1995,2023-02-02,"10:19:33 PM",101,101,Hamburger,American,12.95
4503,2000,2023-02-03,"12:14:27 PM",101,101,Hamburger,American,12.95
4533,2007,2023-02-03,"12:37:21 PM",101,101,Hamburger,American,12.95
4552,2016,2023-02-03,"1:47:00 PM",101,101,Hamburger,American,12.95
4555,2017,2023-02-03,"1:51:56 PM",101,101,Hamburger,American,12.95
4587,2033,2023-02-03,"5:13:15 PM",101,101,Hamburger,American,12.95
4594,2036,2023-02-03,"5:17:29 PM",101,101,Hamburger,American,12.95
4602,2042,2023-02-03,"6:01:43 PM",101,101,Hamburger,American,12.95
4615,2049,2023-02-03,"7:00:24 PM",101,101,Hamburger,American,12.95
4652,2064,2023-02-04,"12:26:39 PM",101,101,Hamburger,American,12.95
4670,2073,2023-02-04,"1:35:51 PM",101,101,Hamburger,American,12.95
4694,2076,2023-02-04,"2:11:44 PM",101,101,Hamburger,American,12.95
4697,2078,2023-02-04,"2:49:29 PM",101,101,Hamburger,American,12.95
4713,2087,2023-02-04,"4:39:18 PM",101,101,Hamburger,American,12.95
4717,2090,2023-02-04,"5:17:07 PM",101,101,Hamburger,American,12.95
4729,2095,2023-02-04,"5:49:55 PM",101,101,Hamburger,American,12.95
4748,2103,2023-02-04,"7:38:28 PM",101,101,Hamburger,American,12.95
4768,2111,2023-02-04,"9:28:44 PM",101,101,Hamburger,American,12.95
4772,2112,2023-02-04,"10:07:51 PM",101,101,Hamburger,American,12.95
4797,2126,2023-02-05,"1:31:29 PM",101,101,Hamburger,American,12.95
4798,2126,2023-02-05,"1:31:29 PM",101,101,Hamburger,American,12.95
4841,2142,2023-02-05,"5:36:09 PM",101,101,Hamburger,American,12.95
4861,2151,2023-02-05,"6:22:28 PM",101,101,Hamburger,American,12.95
4867,2154,2023-02-05,"6:55:27 PM",101,101,Hamburger,American,12.95
4883,2161,2023-02-05,"8:10:24 PM",101,101,Hamburger,American,12.95
4927,2183,2023-02-06,"12:25:17 PM",101,101,Hamburger,American,12.95
4983,2203,2023-02-06,"4:11:41 PM",101,101,Hamburger,American,12.95
4988,2205,2023-02-06,"4:39:28 PM",101,101,Hamburger,American,12.95
5011,2217,2023-02-06,"6:21:44 PM",101,101,Hamburger,American,12.95
5023,2222,2023-02-06,"6:51:55 PM",101,101,Hamburger,American,12.95
5040,2232,2023-02-06,"8:50:02 PM",101,101,Hamburger,American,12.95
5068,2243,2023-02-07,"12:22:59 PM",101,101,Hamburger,American,12.95
5083,2253,2023-02-07,"2:54:01 PM",101,101,Hamburger,American,12.95
5084,2254,2023-02-07,"3:00:58 PM",101,101,Hamburger,American,12.95
5105,2260,2023-02-07,"3:43:28 PM",101,101,Hamburger,American,12.95
5116,2265,2023-02-07,"5:05:42 PM",101,101,Hamburger,American,12.95
5177,2293,2023-02-07,"9:14:52 PM",101,101,Hamburger,American,12.95
5209,2309,2023-02-08,"1:06:36 PM",101,101,Hamburger,American,12.95
5233,2317,2023-02-08,"2:49:35 PM",101,101,Hamburger,American,12.95
5246,2323,2023-02-08,"4:07:18 PM",101,101,Hamburger,American,12.95
5284,2341,2023-02-08,"7:07:53 PM",101,101,Hamburger,American,12.95
5294,2346,2023-02-08,"8:25:39 PM",101,101,Hamburger,American,12.95
5301,2348,2023-02-08,"8:58:36 PM",101,101,Hamburger,American,12.95
5333,2364,2023-02-09,"12:52:36 PM",101,101,Hamburger,American,12.95
5373,2375,2023-02-09,"3:14:42 PM",101,101,Hamburger,American,12.95
5376,2376,2023-02-09,"3:25:59 PM",101,101,Hamburger,American,12.95
5392,2382,2023-02-09,"5:09:34 PM",101,101,Hamburger,American,12.95
5402,2387,2023-02-09,"5:38:39 PM",101,101,Hamburger,American,12.95
5416,2394,2023-02-09,"6:14:43 PM",101,101,Hamburger,American,12.95
5451,2409,2023-02-10,"11:28:16 AM",101,101,Hamburger,American,12.95
5460,2413,2023-02-10,"12:10:19 PM",101,101,Hamburger,American,12.95
5521,2442,2023-02-10,"4:49:38 PM",101,101,Hamburger,American,12.95
5564,2462,2023-02-10,"8:18:10 PM",101,101,Hamburger,American,12.95
5565,2462,2023-02-10,"8:18:10 PM",101,101,Hamburger,American,12.95
5595,2479,2023-02-11,"12:35:27 PM",101,101,Hamburger,American,12.95
5615,2488,2023-02-11,"1:43:20 PM",101,101,Hamburger,American,12.95
5627,2492,2023-02-11,"2:20:32 PM",101,101,Hamburger,American,12.95
5705,2527,2023-02-11,"7:53:46 PM",101,101,Hamburger,American,12.95
5720,2533,2023-02-11,"9:34:53 PM",101,101,Hamburger,American,12.95
5737,2544,2023-02-12,"12:03:27 PM",101,101,Hamburger,American,12.95
5742,2547,2023-02-12,"12:45:49 PM",101,101,Hamburger,American,12.95
5743,2547,2023-02-12,"12:45:49 PM",101,101,Hamburger,American,12.95
5754,2548,2023-02-12,"12:48:03 PM",101,101,Hamburger,American,12.95
5755,2548,2023-02-12,"12:48:03 PM",101,101,Hamburger,American,12.95
5764,2552,2023-02-12,"1:47:03 PM",101,101,Hamburger,American,12.95
5767,2555,2023-02-12,"2:00:00 PM",101,101,Hamburger,American,12.95
5794,2568,2023-02-12,"3:53:33 PM",101,101,Hamburger,American,12.95
5831,2586,2023-02-12,"7:04:06 PM",101,101,Hamburger,American,12.95
5836,2588,2023-02-12,"8:01:13 PM",101,101,Hamburger,American,12.95
5873,2603,2023-02-13,"12:22:43 PM",101,101,Hamburger,American,12.95
5874,2604,2023-02-13,"12:33:36 PM",101,101,Hamburger,American,12.95
5878,2606,2023-02-13,"12:56:00 PM",101,101,Hamburger,American,12.95
5882,2609,2023-02-13,"1:12:42 PM",101,101,Hamburger,American,12.95
5888,2612,2023-02-13,"1:43:11 PM",101,101,Hamburger,American,12.95
5908,2617,2023-02-13,"2:38:42 PM",101,101,Hamburger,American,12.95
5952,2637,2023-02-13,"6:17:35 PM",101,101,Hamburger,American,12.95
5958,2640,2023-02-13,"7:21:23 PM",101,101,Hamburger,American,12.95
5976,2648,2023-02-13,"8:48:10 PM",101,101,Hamburger,American,12.95
6011,2665,2023-02-13,"10:41:26 PM",101,101,Hamburger,American,12.95
6027,2675,2023-02-14,"2:41:49 PM",101,101,Hamburger,American,12.95
6046,2678,2023-02-14,"3:47:53 PM",101,101,Hamburger,American,12.95
6058,2688,2023-02-14,"5:43:28 PM",101,101,Hamburger,American,12.95
6061,2690,2023-02-14,"5:49:26 PM",101,101,Hamburger,American,12.95
6073,2695,2023-02-14,"6:15:16 PM",101,101,Hamburger,American,12.95
6132,2716,2023-02-14,"9:33:46 PM",101,101,Hamburger,American,12.95
6133,2716,2023-02-14,"9:33:46 PM",101,101,Hamburger,American,12.95
6138,2718,2023-02-14,"10:16:39 PM",101,101,Hamburger,American,12.95
6144,2720,2023-02-14,"10:29:54 PM",101,101,Hamburger,American,12.95
6146,2722,2023-02-14,"10:52:37 PM",101,101,Hamburger,American,12.95
6153,2725,2023-02-15,"11:52:00 AM",101,101,Hamburger,American,12.95
6185,2736,2023-02-15,"3:11:36 PM",101,101,Hamburger,American,12.95
6228,2756,2023-02-15,"5:50:18 PM",101,101,Hamburger,American,12.95
6260,2772,2023-02-15,"9:02:21 PM",101,101,Hamburger,American,12.95
6268,2774,2023-02-15,"9:02:44 PM",101,101,Hamburger,American,12.95
6338,2802,2023-02-16,"4:01:31 PM",101,101,Hamburger,American,12.95
6371,2816,2023-02-16,"6:21:37 PM",101,101,Hamburger,American,12.95
6401,2830,2023-02-17,"11:51:54 AM",101,101,Hamburger,American,12.95
6408,2834,2023-02-17,"12:43:07 PM",101,101,Hamburger,American,12.95
6419,2843,2023-02-17,"1:36:33 PM",101,101,Hamburger,American,12.95
6478,2867,2023-02-17,"5:36:38 PM",101,101,Hamburger,American,12.95
6479,2867,2023-02-17,"5:36:38 PM",101,101,Hamburger,American,12.95
6513,2883,2023-02-17,"9:51:06 PM",101,101,Hamburger,American,12.95
6518,2885,2023-02-17,"10:20:14 PM",101,101,Hamburger,American,12.95
6521,2887,2023-02-17,"10:25:41 PM",101,101,Hamburger,American,12.95
6538,2895,2023-02-18,"12:06:59 PM",101,101,Hamburger,American,12.95
6606,2921,2023-02-18,"5:13:58 PM",101,101,Hamburger,American,12.95
6637,2933,2023-02-18,"6:50:39 PM",101,101,Hamburger,American,12.95
6650,2937,2023-02-18,"7:57:16 PM",101,101,Hamburger,American,12.95
6654,2939,2023-02-18,"8:08:11 PM",101,101,Hamburger,American,12.95
6710,2961,2023-02-19,"1:13:54 PM",101,101,Hamburger,American,12.95
6737,2969,2023-02-19,"2:10:09 PM",101,101,Hamburger,American,12.95
6739,2971,2023-02-19,"2:32:56 PM",101,101,Hamburger,American,12.95
6756,2981,2023-02-19,"5:21:47 PM",101,101,Hamburger,American,12.95
6771,2989,2023-02-19,"6:11:40 PM",101,101,Hamburger,American,12.95
6779,2994,2023-02-19,"6:58:08 PM",101,101,Hamburger,American,12.95
6794,3001,2023-02-19,"8:34:39 PM",101,101,Hamburger,American,12.95
6828,3015,2023-02-20,"12:59:05 PM",101,101,Hamburger,American,12.95
6839,3019,2023-02-20,"1:15:28 PM",101,101,Hamburger,American,12.95
6848,3024,2023-02-20,"1:35:59 PM",101,101,Hamburger,American,12.95
6867,3031,2023-02-20,"2:06:14 PM",101,101,Hamburger,American,12.95
6882,3037,2023-02-20,"3:16:15 PM",101,101,Hamburger,American,12.95
6890,3041,2023-02-20,"4:25:39 PM",101,101,Hamburger,American,12.95
6904,3047,2023-02-20,"5:42:09 PM",101,101,Hamburger,American,12.95
6965,3074,2023-02-20,"9:39:19 PM",101,101,Hamburger,American,12.95
6981,3082,2023-02-21,"12:37:30 PM",101,101,Hamburger,American,12.95
6982,3082,2023-02-21,"12:37:30 PM",101,101,Hamburger,American,12.95
7015,3095,2023-02-21,"3:11:34 PM",101,101,Hamburger,American,12.95
7024,3097,2023-02-21,"3:25:30 PM",101,101,Hamburger,American,12.95
7038,3103,2023-02-21,"4:37:19 PM",101,101,Hamburger,American,12.95
7046,3108,2023-02-21,"5:28:57 PM",101,101,Hamburger,American,12.95
7070,3120,2023-02-21,"7:21:02 PM",101,101,Hamburger,American,12.95
7092,3132,2023-02-21,"10:55:11 PM",101,101,Hamburger,American,12.95
7100,3135,2023-02-22,"12:00:54 PM",101,101,Hamburger,American,12.95
7110,3138,2023-02-22,"1:02:28 PM",101,101,Hamburger,American,12.95
7131,3145,2023-02-22,"3:41:07 PM",101,101,Hamburger,American,12.95
7184,3169,2023-02-22,"9:50:42 PM",101,101,Hamburger,American,12.95
7192,3172,2023-02-23,"11:52:30 AM",101,101,Hamburger,American,12.95
7206,3179,2023-02-23,"12:41:52 PM",101,101,Hamburger,American,12.95
